,GEOID,total_population,white_population,non_white_percent
4602,360811277002,798,595,25.44
1799,360810635001,1018,759,25.44
1046,360610093007,845,630,25.44
3866,360610138007,1230,917,25.45
1441,360610171001,1788,1333,25.45
4079,360470075003,1222,911,25.45
6259,360470575004,1265,943,25.45
3367,360810973001,750,559,25.47
1340,360610159004,1301,969,25.52
2029,360610072005,1771,1319,25.52
3128,360050307012,2366,1762,25.53
1215,360610137001,1170,871,25.56
2020,360610070024,1126,838,25.58
6258,360470575003,1266,942,25.59
230,360810991001,1863,1386,25.60
3857,360610136041,1140,848,25.61
6286,360610038006,831,618,25.63
6691,360810123012,905,673,25.64
6139,360850020022,1217,905,25.64
5606,360470192001,1119,832,25.65
4844,360610160021,1719,1276,25.77
874,360610058003,1695,1258,25.78
5444,360610183004,1947,1445,25.78
6459,360850067003,845,627,25.80
1756,360610281001,844,626,25.83
3492,360470374013,685,508,25.84
5912,360470218001,1486,1102,25.84
1431,360610165004,932,691,25.86
3253,360610112011,1233,914,25.87
3097,360850277021,1681,1246,25.88
1556,360470001001,904,670,25.88
2979,360610102002,247,183,25.91
3736,360470050002,945,700,25.93
2784,360810884005,1153,854,25.93
858,360610040021,1024,758,25.98
157,360810884007,546,404,26.01
1329,360610154034,1410,1043,26.03
3273,360610118006,1536,1136,26.04
606,360470594043,1362,1007,26.06
4078,360470075001,1009,746,26.07
633,360850248001,1551,1146,26.11
2986,360610106021,1669,1233,26.12
575,360470552001,1290,953,26.12
4749,360470133003,995,735,26.13
2147,360810779025,891,658,26.15
6583,360470600003,2225,1643,26.16
2670,360610089001,661,488,26.17
1318,360610149003,1207,891,26.18
3732,360470049002,741,547,26.18
5335,360470165001,1179,870,26.21
6582,360470600002,1457,1075,26.22
1960,360470648002,800,590,26.25
5920,360470544003,1027,757,26.29
114,360470224004,1813,1336,26.31
4189,360610146022,1752,1291,26.31
2993,360610108032,1094,806,26.33
5949,360470557002,1200,884,26.33
5367,360470504011,1105,814,26.33
2009,360610068002,846,623,26.36
2562,360050274022,757,557,26.42
4056,360470065007,594,437,26.43
761,360610032002,760,559,26.45
2967,360610098005,952,700,26.47
1028,360610081001,1705,1253,26.51
1599,360610205003,871,640,26.52
6595,360470610044,1312,964,26.52
2019,360610070023,1435,1054,26.55
602,360470593001,1310,962,26.56
5344,360470167004,1445,1061,26.57
4874,360610167004,1466,1076,26.60
1963,360470654002,872,640,26.61
3740,360470052011,1879,1378,26.66
1552,360050451011,802,588,26.68
857,360610040011,914,670,26.70
6402,360810657021,1775,1301,26.70
5622,360470517001,1280,938,26.72
2864,360050297001,1406,1030,26.74
5126,360610167005,1526,1117,26.80
4826,360471237001,1514,1108,26.82
701,360470646002,1249,914,26.82
2679,360610091003,876,641,26.83
3256,360610112032,540,395,26.85
3858,360610136043,1251,915,26.86
2368,360610275001,1195,874,26.86
6368,360810101001,1387,1014,26.89
5936,360470550002,1017,743,26.94
3633,360810997032,1210,884,26.94
4047,360470062003,501,366,26.95
14,360470151003,1019,744,26.99
5028,360050451021,789,576,27.00
539,360850151005,1022,746,27.01
1027,360610080004,1196,873,27.01
352,360470374012,1107,808,27.01
1183,360610116003,944,689,27.01
4791,360470477001,1795,1310,27.02
1969,360470660002,903,659,27.02
2350,360610080006,1236,902,27.02
1956,360470644001,1384,1010,27.02
484,360470499001,862,629,27.03
6299,360610042001,921,672,27.04
6363,360810097004,1035,755,27.05
5122,360470497002,1111,810,27.09
1964,360470656001,888,647,27.14
2329,360610074002,829,604,27.14
1577,360470041003,957,697,27.17
4748,360470133002,1244,906,27.17
5321,360470159002,911,663,27.22
88,360810779044,1201,874,27.23
710,360470696021,1023,744,27.27
6221,360470235002,2830,2058,27.28
8,360470139001,909,661,27.28
2013,360610069001,1420,1032,27.32
2558,360050274013,1939,1409,27.33
5077,360470151002,1042,757,27.35
4083,360470077001,1926,1399,27.36
3738,360470051002,1012,735,27.37
5694,360610015025,1073,779,27.40
5136,360610171002,1803,1308,27.45
4540,360610158012,1291,936,27.50
6285,360610038005,1617,1172,27.52
6787,360850114023,1333,966,27.53
5364,360470503001,799,579,27.53
1283,360050307014,1140,826,27.54
1696,360470077003,1568,1136,27.55
3287,360610124004,1738,1259,27.56
2678,360610091001,1135,822,27.58
2357,360610083002,841,609,27.59
2618,360470768002,1250,905,27.60
6586,360470606001,2187,1583,27.62
216,360810938001,1314,951,27.63
6473,360850096012,2314,1674,27.66
1194,360610124003,1692,1224,27.66
3089,360850251003,2368,1713,27.66
3129,360050307013,1365,987,27.69
1325,360610152004,1148,830,27.70
1968,360470660001,859,621,27.71
3720,360470043004,1656,1197,27.72
6242,360470569002,681,492,27.75
1808,360810663012,1232,890,27.76
5358,360470499002,1285,928,27.78
6369,360810101002,1267,915,27.78
1948,360470628002,1425,1029,27.79
529,360850134003,1802,1301,27.80
4838,360610159003,1707,1232,27.83
2001,360610066003,1541,1112,27.84
3132,360050309003,1142,824,27.85
525,360850128052,226,163,27.88
327,360811277004,868,626,27.88
5935,360470550001,1158,835,27.89
5150,360610173005,760,548,27.89
5623,360470517002,1356,977,27.95
5070,360470148002,694,500,27.95
2991,360610108022,912,657,27.96
5214,360811483003,790,569,27.97
1284,360050309002,747,537,28.11
2351,360610081002,1635,1175,28.13
2706,360610317041,3125,2245,28.16
426,360470438001,1147,824,28.16
6194,360470222003,2297,1650,28.17
861,360610044007,2287,1642,28.20
482,360470497001,897,644,28.21
6283,360610038002,819,588,28.21
1062,360610110003,1555,1116,28.23
6236,360470565001,1434,1029,28.24
2662,360610087002,898,644,28.29
2016,360610070012,1792,1285,28.29
5055,360470140002,1120,803,28.30
583,360470561004,879,630,28.33
1587,360470056012,1432,1026,28.35
127,360470244003,1361,975,28.36
872,360610056002,1174,841,28.36
4861,360610163005,1977,1416,28.38
891,360610070022,986,706,28.40
2681,360610091006,1432,1025,28.42
5349,360470169003,830,594,28.43
783,360050118001,2640,1889,28.45
501,360470519001,3203,2290,28.50
5397,360470515001,2451,1752,28.52
6271,360610032007,887,634,28.52
4518,360610154011,1278,913,28.56
6275,360610034003,1859,1328,28.56
2517,360850189011,2344,1674,28.58
5362,360470501003,1119,799,28.60
2686,360610093005,961,686,28.62
2794,360850201003,971,693,28.63
881,360610066001,1330,949,28.65
2026,360610072002,1207,861,28.67
4839,360610159005,1286,917,28.69
6360,360810097001,665,474,28.72
576,360470553001,971,692,28.73
5728,360610195005,1377,981,28.76
4517,360610153026,771,549,28.79
3115,360850291061,1347,959,28.80
6240,360470568002,538,383,28.81
1995,360610064005,1391,990,28.83
282,360470336001,888,632,28.83
751,360610021003,1959,1394,28.84
3579,360610132033,1085,772,28.85
2011,360610068005,696,495,28.88
1265,360050274012,858,610,28.90
3429,360470009002,2124,1510,28.91
6310,360610044005,1750,1244,28.91
1798,360810633011,1587,1128,28.92
3428,360470009001,3043,2162,28.95
1030,360610082001,784,557,28.95
28,360470169005,663,471,28.96
2968,360610098006,2057,1459,29.07
4538,360610157007,1471,1043,29.10
4070,360470069021,1089,772,29.11
1081,360810117001,845,599,29.11
1468,360610191003,1184,839,29.14
6212,360470232004,954,676,29.14
641,360850291052,1218,863,29.15
1079,360810113003,1141,808,29.18
614,360850189022,2234,1582,29.19
2971,360610099011,2018,1429,29.19
5442,360610183002,646,457,29.26
4067,360470068003,731,517,29.27
2322,360610072007,921,651,29.32
5313,360050516014,1149,812,29.33
769,360610038001,1625,1148,29.35
3714,360470038001,1529,1080,29.37
2599,360470314013,1139,804,29.41
6472,360850096011,1761,1243,29.42
6,360470137001,1091,770,29.42
4034,360050397001,3690,2601,29.51
6522,360470242002,1816,1280,29.52
487,360470502022,1145,807,29.52
3712,360470036003,918,647,29.52
6719,360810145001,978,689,29.55
3600,360810317005,1729,1217,29.61
2340,360610078003,729,513,29.63
6626,360610058001,1677,1180,29.64
4184,360610145004,958,674,29.65
464,360850067001,1089,766,29.66
463,360850064001,745,524,29.66
5421,360610007005,2191,1541,29.67
6270,360610032006,1876,1319,29.69
3577,360610132023,727,511,29.71
1206,360610132022,1087,764,29.71
4506,360610152003,1228,863,29.72
6632,360610060001,1736,1220,29.72
6049,360810062012,1137,799,29.73
515,360850112012,2184,1534,29.76
6454,360850059012,1727,1213,29.76
1082,360810117004,940,660,29.79
1584,360470053023,47,33,29.79
6290,360610040012,1258,883,29.81
1327,360610154021,1469,1031,29.82
1191,360610121024,922,647,29.83
4513,360610153022,1082,759,29.85
6786,360850114021,1131,793,29.89
2561,360050274021,1422,997,29.89
2992,360610108031,1602,1123,29.90
5961,360610021002,2147,1505,29.90
3112,360850291043,1769,1240,29.90
2910,360470336005,1467,1028,29.93
6687,360810121001,1283,899,29.93
1034,360610087006,1638,1147,29.98
1459,360610185003,1287,901,29.99
1181,360471502002,790,553,30.00
5445,360610183005,1099,769,30.03
6391,360810117002,839,587,30.04
2664,360610087005,1065,745,30.05
362,360470388004,752,526,30.05
6268,360470584002,2413,1687,30.09
4522,360610154022,1100,769,30.09
439,360470462021,967,676,30.09
3598,360810317002,2030,1419,30.10
3095,360850273021,2658,1857,30.14
5960,360610021001,2100,1467,30.14
6108,360810637003,1409,984,30.16
5329,360470161004,1107,773,30.17
1551,360050449012,1140,796,30.18
414,360470422003,984,687,30.18
4867,360610165005,1102,769,30.22
6767,360850096023,1274,889,30.22
691,360470610043,1158,808,30.22
6608,360610048004,1587,1107,30.25
3574,360610132011,942,657,30.25
4123,360470422002,1649,1150,30.26
3753,360470058002,1705,1189,30.26
6710,360810137001,1747,1218,30.28
2990,360610108013,1287,897,30.30
546,360850170132,2207,1538,30.31
1580,360470051003,927,646,30.31
5043,360470135001,1137,792,30.34
3717,360470041002,988,688,30.36
1553,360050451022,1353,942,30.38
52,360810667011,1552,1080,30.41
1722,360470129021,756,526,30.42
2018,360610070021,1318,917,30.42
698,360470638002,942,655,30.47
119,360470230001,1732,1204,30.48
733,360610007004,2299,1598,30.49
697,360470632002,669,465,30.49
5073,360470149021,1479,1028,30.49
502,360470519003,1501,1043,30.51
5428,360610179007,1281,890,30.52
6361,360810097002,1294,899,30.53
1560,360470005012,1051,730,30.54
1378,360810317003,1270,882,30.55
3113,360850291051,1770,1229,30.56
5925,360470546001,1269,881,30.58
2902,360470331003,836,580,30.62
6624,360610056003,998,692,30.66
4781,360470462012,1164,807,30.67
6627,360610058002,1737,1204,30.69
5312,360050516013,1251,867,30.70
1085,360810121002,894,619,30.76
6621,360610055013,1011,700,30.76
1190,360610121021,2125,1471,30.78
5157,360610175003,2235,1547,30.78
4528,360610155022,1432,991,30.80
3374,360810991002,1531,1059,30.83
2377,360610281002,2264,1566,30.83
4118,360470420001,561,388,30.84
3099,360850277023,1550,1072,30.84
1781,360810593002,2701,1868,30.84
6292,360610040022,1169,808,30.88
5681,360610013004,1052,727,30.89
3871,360610139005,1462,1010,30.92
3087,360850251001,2221,1534,30.93
6304,360610043003,1484,1024,31.00
1686,360470064002,1057,729,31.03
6796,360850128042,2178,1502,31.04
3860,360610137002,1411,973,31.04
3495,360470374022,1677,1156,31.07
2028,360610072004,2050,1413,31.07
3447,360470021003,2165,1492,31.09
2353,360610081005,1450,999,31.10
6460,360850070012,1266,872,31.12
5626,360470519002,1397,962,31.14
6620,360610055012,1871,1288,31.16
2996,360610110004,1309,901,31.17
5071,360470149011,834,574,31.18
6357,360810095002,1490,1025,31.21
1044,360610093001,1966,1352,31.23
615,360850197002,1024,704,31.25
2405,360810183001,867,596,31.26
6282,360610037003,1129,776,31.27
5347,360470169001,831,571,31.29
6634,360610060003,1524,1047,31.30
882,360610066004,1238,850,31.34
235,360810997041,1506,1034,31.34
1444,360610175002,1557,1069,31.34
1031,360610083001,906,622,31.35
2705,360610317033,2949,2024,31.37
5441,360610183001,1629,1118,31.37
326,360811277001,1157,794,31.37
1997,360610065002,1176,807,31.38
405,360470414011,783,537,31.42
6371,360810103001,1101,755,31.43
4523,360610154023,1934,1326,31.44
4183,360610145003,903,619,31.45
1313,360610146024,1310,897,31.53
2913,360470337021,757,518,31.57
6778,360850112011,1494,1022,31.59
5160,360610175007,1139,779,31.61
6309,360610044004,2903,1985,31.62
6302,360610043001,1716,1173,31.64
2518,360850189013,1664,1137,31.67
3426,360470007001,2187,1494,31.69
587,360470564003,602,411,31.73
5985,360610030011,1257,858,31.74
2369,360610275002,1868,1275,31.75
6356,360810095001,1020,696,31.76
5072,360470149012,695,474,31.80
4539,360610157008,1748,1192,31.81
1456,360610181005,1518,1035,31.82
2981,360610104001,983,670,31.84
2676,360610090005,807,550,31.85
3446,360470021002,1829,1246,31.88
1836,360470554002,1584,1079,31.88
6421,360810671001,1157,788,31.89
4533,360610156014,2764,1882,31.91
2988,360610106024,1187,808,31.93
6383,360810111002,1356,923,31.93
6231,360470563013,1071,729,31.93
5181,360810515003,861,586,31.94
5044,360470135002,1390,946,31.94
1994,360610064004,1427,971,31.96
4792,360470477002,2431,1654,31.96
5054,360470140001,1016,691,31.99
3344,360810942032,1386,942,32.03
1057,360610108011,1039,706,32.05
3645,360810998023,1366,928,32.06
584,360470563011,1472,1000,32.07
5149,360610173004,1169,794,32.08
5053,360470139003,879,597,32.08
1957,360470644003,1257,853,32.14
603,360470594022,1400,949,32.21
5027,360050451012,1015,688,32.22
2488,360850170071,2163,1466,32.22
4757,360470444003,1067,723,32.24
5419,360610007002,2124,1439,32.25
6114,360810641011,2378,1611,32.25
2961,360610097003,626,424,32.27
2858,360050293022,1069,724,32.27
1083,360810119001,740,501,32.30
5938,360470551001,2668,1805,32.35
2611,360470760002,1017,688,32.35
3114,360850291053,1269,858,32.39
5051,360470138003,849,574,32.39
528,360850128065,2275,1538,32.40
2668,360610088005,966,653,32.40
4050,360470064003,1385,936,32.42
2850,360050288001,845,571,32.43
4058,360470066002,993,671,32.43
1952,360470638001,675,456,32.44
6087,360810619001,1745,1178,32.49
2617,360470768001,1049,708,32.51
2,360470133004,1153,778,32.52
1451,360610179002,1008,680,32.54
6392,360810117003,1216,820,32.57
6529,360470246003,1137,766,32.63
642,360850291062,1884,1268,32.70
2003,360610066006,1211,815,32.70
5995,360610032004,678,456,32.74
4519,360610154012,1398,940,32.76
2704,360610317032,2145,1442,32.77
867,360610050002,1201,807,32.81
527,360850128062,1103,741,32.82
5392,360470513001,1267,851,32.83
2194,360850169011,1337,898,32.83
3109,360850291021,944,634,32.84
2489,360850170072,1787,1200,32.85
5,360470136003,831,558,32.85
227,360810973002,554,372,32.85
2966,360610098004,977,656,32.86
3496,360470374024,1016,682,32.87
4186,360610146011,1195,802,32.89
3375,360810991003,705,473,32.91
5330,360470162002,1191,799,32.91
1966,360470658001,878,589,32.92
1777,360810587002,744,499,32.93
1682,360050516012,993,666,32.93
770,360610038004,1260,845,32.94
3780,360470394001,695,466,32.95
6603,360610044008,1978,1326,32.96
1996,360610065001,1847,1238,32.97
513,360850105002,799,535,33.04
2259,360470290001,1165,780,33.05
1992,360610064001,2146,1436,33.08
2162,360850134001,1216,813,33.14
2017,360610070014,872,583,33.14
5359,360470500011,899,601,33.15
2008,360610068001,1137,760,33.16
3632,360810997013,956,639,33.16
6245,360470570003,695,464,33.24
518,360850114011,917,612,33.26
1791,360810621003,1157,772,33.28
2508,360850177012,1166,778,33.28
2469,360810809004,1223,816,33.28
3255,360610112031,880,587,33.30
6276,360610034004,1660,1107,33.31
2669,360610088007,879,586,33.33
2673,360610090001,348,232,33.33
3462,360470036002,1833,1221,33.39
3772,360470388003,964,642,33.40
2977,360610100002,1371,913,33.41
6717,360810143001,1329,885,33.41
2365,360610273001,1735,1155,33.43
6137,360850020012,1277,850,33.44
6244,360470570002,586,390,33.45
699,360470642001,1506,1002,33.47
1951,360470636001,1317,876,33.49
6451,360850047002,869,578,33.49
1080,360810115002,624,415,33.49
1023,360610078004,1558,1036,33.50
3160,360050335003,1104,734,33.51
1036,360610088006,1178,783,33.53
5686,360610015011,4374,2907,33.54
3346,360810942035,971,645,33.57
6088,360810619002,1352,898,33.58
5458,360610187004,1645,1092,33.62
5050,360470138002,857,568,33.72
108,360470218003,1334,884,33.73
3868,360610139001,1648,1092,33.74
3111,360850291042,1991,1319,33.75
6257,360470575001,1303,863,33.77
6061,360810065023,1608,1065,33.77
4045,360470060003,761,504,33.77
6528,360470246001,1109,734,33.81
5048,360470137002,1029,681,33.82
2793,360850201002,1011,669,33.83
3096,360850273022,1584,1048,33.84
3493,360470374014,724,479,33.84
5663,360610007006,1660,1097,33.92
1042,360610091005,1245,822,33.98
6050,360810062013,1836,1212,33.99
44,360610317031,753,497,34.00
3870,360610139004,1470,970,34.01
2180,360850151001,1966,1297,34.03
1039,360610090003,1452,957,34.09
6105,360810633022,961,633,34.13
5926,360470546002,2454,1616,34.15
465,360850070011,1368,900,34.21
2901,360470331001,1511,994,34.22
6782,360850112033,2470,1624,34.25
6095,360810625002,1499,985,34.29
568,360470538002,1781,1170,34.31
5076,360470150002,909,597,34.32
6721,360810147002,897,589,34.34
66,360810713043,929,610,34.34
5937,360470550003,1781,1169,34.36
6794,360850125003,677,444,34.42
2689,360610095002,2036,1335,34.43
5183,360810517001,1028,674,34.44
5322,360470159003,929,609,34.45
6267,360470584001,1384,907,34.47
694,360470622002,1485,973,34.48
6636,360610061002,1615,1058,34.49
6578,360470596003,1020,668,34.51
1314,360610147001,1132,741,34.54
5773,360810045002,744,487,34.54
5994,360610032003,1683,1101,34.58
6748,360810713041,1412,923,34.63
4605,360811291023,693,453,34.63
5047,360470136004,1155,755,34.63
3456,360470033001,837,547,34.65
1719,360470119011,352,230,34.66
2367,360610273004,1295,846,34.67
742,360610012003,1070,699,34.67
5679,360610013001,1629,1064,34.68
3127,360050307011,928,606,34.70
612,360850187041,2010,1312,34.73
5693,360610015024,2554,1667,34.73
6385,360810113001,1473,961,34.76
6594,360470610042,1147,748,34.79
5588,360470181003,1213,791,34.79
6109,360810637004,914,596,34.79
1778,360810589002,1551,1011,34.82
6138,360850020021,2085,1359,34.82
1684,360470062002,1288,839,34.86
1222,360610139006,1316,857,34.88
4745,360470131003,854,556,34.89
6274,360610034001,1917,1248,34.90
5645,360470528001,899,585,34.93
2339,360610078002,1105,719,34.93
1800,360810637002,1136,739,34.95
1035,360610088003,1307,850,34.97
6604,360610044009,2099,1365,34.97
5973,360610026022,1117,726,35.00
4829,360471502003,799,519,35.04
920,360810045003,1326,861,35.07
1578,360470043003,935,607,35.08
6456,360850064002,823,534,35.12
5049,360470137003,1286,834,35.15
3094,360850273015,893,579,35.16
3484,360470370004,827,536,35.19
