,GEOID,total_population,white_population,non_white_percent
2257,360470289002,1093,326,70.17
126,360470243003,1389,414,70.19
2839,360050279005,1064,317,70.21
6318,360610223013,2148,639,70.25
90,360470194003,1134,337,70.28
5957,360610018007,1081,321,70.31
1918,360470267004,1088,323,70.31
1917,360470267002,1021,303,70.32
6038,360810058002,1224,363,70.34
1853,360610222002,1413,419,70.35
6142,360850021002,2196,651,70.36
2648,360470798012,1259,373,70.37
6342,360610229005,1568,464,70.41
5638,360470527001,1051,311,70.41
173,360470249004,507,150,70.41
2358,360610083003,2106,622,70.47
6029,360610216004,2079,614,70.47
500,360470518001,1133,334,70.52
4932,360811403001,1079,318,70.53
954,360050200003,17,5,70.59
1433,360610166004,1401,412,70.59
6732,360810695002,1058,311,70.60
5776,360810051001,1539,452,70.63
1597,360610201024,1084,318,70.66
2422,360810189002,1384,406,70.66
5381,360470508041,1934,567,70.68
6644,360610233002,2056,602,70.72
822,360470798011,1698,497,70.73
6542,360470253003,656,192,70.73
394,360811529022,1187,347,70.77
1933,360470275004,1095,320,70.78
2398,360610295003,1983,579,70.80
4616,360811301002,1089,317,70.89
4949,360811451021,1285,374,70.89
1912,360470264004,1382,402,70.91
5141,360610172001,1334,388,70.91
335,360811377001,1671,486,70.92
5507,360810553002,1648,479,70.93
1321,360610151011,1170,339,71.03
4433,360470429001,1261,365,71.05
6032,360610218003,1662,481,71.06
2379,360610283003,1470,425,71.09
5128,360610168003,1097,317,71.10
3174,360470341003,1118,323,71.11
2432,360810199012,225,65,71.11
5211,360811479003,1551,448,71.12
4253,360811157001,1023,295,71.16
2043,360610253005,1831,528,71.16
766,360610036011,871,251,71.18
4940,360811435001,1275,367,71.22
1260,360810253022,1220,351,71.23
489,360470508042,1926,554,71.24
1450,360610178003,1228,353,71.25
3173,360470341002,689,198,71.26
3349,360810947001,1399,402,71.27
2718,360810220024,1688,485,71.27
2062,360610265002,1793,515,71.28
6559,360470260003,1459,419,71.28
2467,360810809001,1602,460,71.29
3785,360470397001,1227,352,71.31
6336,360610228004,1171,335,71.39
210,360470293003,938,268,71.43
496,360470514001,980,280,71.43
3786,360470397002,1183,338,71.43
6379,360810107011,7,2,71.43
823,360470798022,2006,573,71.44
1910,360470264001,851,243,71.45
2247,360470284003,1657,473,71.45
5502,360810549004,1133,323,71.49
404,360811621004,1032,294,71.51
828,360470810001,1499,427,71.51
1607,360610216002,906,258,71.52
3146,360050324002,1395,397,71.54
1729,360610238031,1965,559,71.55
3322,360810289002,1238,352,71.57
789,360050132004,1447,411,71.60
3793,360470401002,1263,358,71.65
192,360470273002,674,191,71.66
207,360470291001,1101,312,71.66
478,360470493024,1387,393,71.67
1826,360470265002,1250,354,71.68
1356,360810275001,1484,420,71.70
1286,360050312001,799,226,71.71
5496,360810545003,1355,383,71.73
3658,360811010031,1798,508,71.75
5133,360610170003,1816,513,71.75
5495,360810545002,1239,350,71.75
1229,360810179021,124,35,71.77
5375,360470506002,837,236,71.80
401,360811579033,1517,427,71.85
629,360850239002,1615,454,71.89
522,360850125001,1552,436,71.91
5590,360470182002,2517,707,71.91
2915,360470339001,1468,412,71.93
3931,360811047003,1799,504,71.98
3767,360470386002,1657,464,72.00
2468,360810809002,854,239,72.01
5373,360470505003,1598,447,72.03
4933,360811409011,1020,285,72.06
6246,360470570004,1461,408,72.07
1932,360470275002,1220,340,72.13
5437,360610182003,1744,486,72.13
2251,360470286004,967,269,72.18
6311,360610220001,1072,298,72.20
6314,360610221021,1444,401,72.23
3306,360810283003,916,254,72.27
5241,360811579016,927,257,72.28
3047,360810907001,1584,439,72.29
2828,360850239001,1990,551,72.31
6040,360810058004,1012,280,72.33
2273,360470295004,929,257,72.34
5955,360610018004,785,217,72.36
4908,360810497001,2150,594,72.37
1907,360470261004,1286,355,72.40
3276,360610119002,1033,285,72.41
3954,360811123001,1044,288,72.41
3298,360810279001,1617,446,72.42
2146,360810779024,689,190,72.42
5429,360610180002,1763,486,72.43
6526,360470245002,1638,451,72.47
6671,360610241001,1931,531,72.50
2682,360610092002,91,25,72.53
412,360470421001,1392,382,72.56
452,360850011001,1240,340,72.58
651,360050039003,993,272,72.61
374,360470401003,1549,424,72.63
3060,360810919001,1889,517,72.63
6680,360610243012,1922,526,72.63
6330,360610227001,1730,473,72.66
4095,360470406003,1244,340,72.67
186,360470267003,1087,297,72.68
5404,360610002021,754,206,72.68
1906,360470261003,1395,381,72.69
6435,360850027001,1235,337,72.71
6734,360810697012,1184,323,72.72
899,360810001031,33,9,72.73
185,360470266003,1104,301,72.74
400,360811571018,887,241,72.83
2691,360610096002,427,116,72.83
2256,360470289001,847,230,72.85
5743,360610201023,664,180,72.89
5601,360470190002,1549,419,72.95
2378,360610283001,726,196,73.00
5247,360811579031,956,258,73.01
4758,360470445001,1460,393,73.08
2886,360470325001,1242,334,73.11
5901,360470213003,1083,291,73.13
6655,360610237002,2014,541,73.14
5509,360810555001,864,232,73.15
4951,360811459001,760,204,73.16
5401,360610002011,801,215,73.16
381,360811403002,1327,356,73.17
303,360811155001,1275,342,73.18
251,360811047002,1265,339,73.20
5478,360810012001,1202,322,73.21
1908,360470262001,1456,390,73.21
2064,360610265004,2091,560,73.22
6728,360810693002,1184,317,73.23
6347,360610231002,2010,537,73.28
1752,360610277001,1846,493,73.29
809,360050166002,940,251,73.30
2645,360470796011,1997,533,73.31
1901,360050236001,1132,302,73.32
4208,360610151013,776,207,73.32
2825,360850228021,15,4,73.33
2750,360810253021,1793,478,73.34
4262,360811171001,743,198,73.35
1251,360810230001,972,259,73.35
1262,360810255001,1603,427,73.36
2921,360470804001,1292,344,73.37
860,360610041003,1390,370,73.38
104,360470208003,1383,368,73.39
2650,360470798023,1732,460,73.44
176,360470252003,1282,340,73.48
2384,360610287003,1709,453,73.49
913,360810033022,1098,291,73.50
6471,360850081003,1657,439,73.51
4450,360470437003,1257,333,73.51
2270,360470295001,974,258,73.51
2899,360470330001,2235,592,73.51
380,360811399001,695,184,73.53
1434,360610167000,34,9,73.53
3342,360810942023,986,261,73.53
5734,360610198001,2316,613,73.53
1934,360470276001,1392,368,73.56
2199,360050238002,1326,350,73.60
4868,360610166002,1076,284,73.61
1432,360610166001,690,182,73.62
3323,360810289003,2601,686,73.63
2417,360810187001,1221,322,73.63
398,360811571012,774,204,73.64
5498,360810547003,1260,332,73.65
5166,360610178001,1147,302,73.67
5100,360470486002,1204,317,73.67
2460,360810797023,19,5,73.68
2363,360610271003,1823,479,73.72
5708,360610190002,2416,634,73.76
2594,360470313001,1132,297,73.76
5013,360050435031,122,32,73.77
5229,360811571011,671,176,73.77
5720,360610194002,817,214,73.81
4110,360470415002,1719,450,73.82
40,360470184001,1231,322,73.84
1275,360050289004,864,226,73.84
449,360850007002,1056,276,73.86
2583,360470304001,1546,404,73.87
310,360811175003,800,209,73.88
4686,360050421001,892,233,73.88
6269,360470586002,1425,372,73.89
6533,360470249002,1383,361,73.90
3337,360810939002,1506,393,73.90
6527,360470245004,855,223,73.92
3932,360811047004,1665,434,73.93
1087,360810132002,1105,288,73.94
159,360810889031,1528,398,73.95
2916,360470339002,1198,312,73.96
5753,360810026001,995,259,73.97
2466,360810803022,1342,349,73.99
1740,360610253004,1346,350,74.00
1065,360810086001,1687,438,74.04
2241,360470281003,1873,485,74.11
6027,360610216001,2198,569,74.11
5702,360610018001,1128,292,74.11
4935,360811417002,1511,391,74.12
5236,360811579011,833,215,74.19
1240,360810199021,314,81,74.20
3332,360810295002,2075,535,74.22
745,360610014022,1673,431,74.24
6433,360810687003,2071,533,74.26
1923,360470269003,1170,301,74.27
2651,360470800001,1117,287,74.31
5609,360470192004,74,19,74.32
372,360470399003,1080,277,74.35
2272,360470295003,944,242,74.36
3169,360470339004,886,227,74.38
4094,360470406002,1050,269,74.38
1537,360050423002,1594,408,74.40
183,360470265001,1286,329,74.42
821,360470796012,2128,544,74.44
3190,360470351021,1428,365,74.44
2253,360470287002,536,137,74.44
3923,360811032021,1174,300,74.45
5534,360811621003,1203,307,74.48
5619,360470196001,1698,433,74.50
4939,360811429003,1055,269,74.50
2036,360610247002,1389,354,74.51
1938,360470277002,985,251,74.52
5242,360811579021,531,135,74.58
1671,360810553001,1208,307,74.59
1928,360470273001,736,187,74.59
3155,360050332013,1193,303,74.60
320,360811227041,2024,514,74.60
277,360470329004,1225,311,74.61
194,360470275003,981,249,74.62
3593,360810309042,1785,453,74.62
4401,360470096004,1604,407,74.63
4732,360470126002,1125,285,74.67
1985,360470688002,837,212,74.67
3764,360470385002,577,146,74.70
4100,360470409002,1119,283,74.71
1832,360470433003,1852,468,74.73
6037,360810058001,2407,608,74.74
1624,360610231004,2138,540,74.74
370,360470397003,1458,368,74.76
5677,360610012001,1708,431,74.77
4929,360811385014,1472,371,74.80
2737,360810243002,1008,254,74.80
6553,360470258002,1795,452,74.82
4241,360810437012,1554,391,74.84
3461,360470035002,970,244,74.85
4098,360470408002,1143,287,74.89
2374,360610279004,1645,413,74.89
2687,360610093006,2008,504,74.90
916,360810040011,1244,312,74.92
2503,360850173002,1049,263,74.93
6338,360610229001,1141,286,74.93
311,360811175005,806,202,74.94
1248,360810220012,2686,673,74.94
429,360470441001,1876,470,74.95
130,360470247002,1224,306,75.00
2038,360610247005,1172,293,75.00
3315,360810287004,1816,454,75.00
3455,360470031013,32,8,75.00
6016,360610212002,28,7,75.00
6115,360810641021,4,1,75.00
6128,360850007004,1640,410,75.00
6409,360810663021,4,1,75.00
1757,360610283002,3286,821,75.02
3788,360470399001,1469,367,75.02
174,360470251001,1249,312,75.02
6031,360610218001,1447,361,75.05
5415,360610006003,898,224,75.06
3773,360470389001,1626,405,75.09
4266,360811175004,691,172,75.11
1608,360610216005,2295,571,75.12
3312,360810287001,1387,345,75.13
5731,360610196003,1154,287,75.13
4387,360470088001,1885,468,75.17
1902,360050236002,1072,266,75.19
1363,360810283001,1190,295,75.21
6021,360610213033,1889,468,75.22
355,360470375002,1922,476,75.23
6674,360610241004,1572,389,75.25
371,360470398002,1136,281,75.26
1614,360610222001,1880,465,75.27
1270,360050285003,515,127,75.34
6445,360850040012,1493,368,75.35
411,360470419003,1059,261,75.35
1943,360470279001,1035,255,75.36
4747,360470132002,1816,447,75.39
6141,360850021001,1138,280,75.40
3354,360810954003,2261,555,75.45
5628,360470520002,1412,346,75.50
2412,360810185013,1290,316,75.50
2838,360050279004,1439,352,75.54
3770,360470387004,1129,276,75.55
5422,360610178002,1485,363,75.56
2748,360810253012,1087,265,75.62
6530,360470247001,1596,389,75.63
3387,360050340003,1092,266,75.64
4397,360470094022,1830,445,75.68
4711,360470110001,1175,285,75.74
3590,360810309031,1767,428,75.78
1946,360470279004,818,198,75.79
5121,360470496003,1331,322,75.81
5377,360470506004,1695,410,75.81
2261,360470291002,1046,253,75.81
2132,360810747002,1220,295,75.82
2727,360810235022,1275,308,75.84
1345,360610164002,2353,568,75.86
3765,360470385003,1307,315,75.90
4870,360610166005,888,214,75.90
4014,360050389001,1387,334,75.92
6075,360810085002,891,214,75.98
2059,360610263004,1679,403,76.00
423,360470435002,1750,420,76.00
2743,360810249001,2789,669,76.01
832,360470822001,1218,292,76.03
5480,360810014001,1327,318,76.04
3184,360470348002,1221,292,76.09
2622,360470774002,1983,474,76.10
4390,360470092011,674,161,76.11
1110,360050228003,1366,326,76.13
632,360850247001,1416,337,76.20
1297,360050332021,1097,261,76.21
1866,360050224011,1400,333,76.21
2575,360470300003,854,203,76.23
2279,360470696012,2386,567,76.24
285,360470343002,1229,292,76.24
2891,360470327001,884,210,76.24
5497,360810547002,1487,353,76.26
6201,360470228001,1403,333,76.27
4921,360811367001,788,187,76.27
378,360470411003,886,210,76.30
181,360470263001,2088,494,76.34
1358,360810277021,723,171,76.35
4383,360470084002,1193,282,76.36
270,360470323002,1079,255,76.37
2580,360470302003,1371,324,76.37
3499,360470377001,872,206,76.38
6711,360810138002,2189,517,76.38
5448,360610184001,822,194,76.40
5782,360810054002,1202,283,76.46
6143,360850021003,2133,502,76.47
2918,360470800003,1343,315,76.55
5134,360610170005,1289,302,76.57
3303,360810281004,1580,370,76.58
3754,360470381003,837,196,76.58
4124,360470423001,1875,439,76.59
4924,360811367006,1068,250,76.59
6760,360810717022,2051,480,76.60
1253,360810243003,1923,450,76.60
1279,360050296001,1676,392,76.61
6668,360610240002,1300,304,76.62
2812,360850213001,1226,286,76.67
1296,360050332011,1479,345,76.67
4113,360470417002,661,154,76.70
5892,360470210002,1524,355,76.71
4862,360610164001,1822,424,76.73
1851,360610192001,645,150,76.74
492,360470511001,1656,385,76.75
3789,360470399002,1829,425,76.76
1269,360050284001,297,69,76.77
5409,360610002026,1516,352,76.78
38,360470182001,1228,285,76.79
1115,360050232002,1554,360,76.83
1939,360470277003,570,132,76.84
6547,360470256001,1477,342,76.84
4381,360470082002,1633,378,76.85
1922,360470269002,909,210,76.90
3501,360470377004,1130,261,76.90
4552,360810452001,1209,279,76.92
5904,360470214003,1183,273,76.92
5244,360811579023,789,182,76.93
6033,360610218004,1939,447,76.95
382,360811409022,1540,355,76.95
2892,360470327002,1107,255,76.96
5999,360610206001,1906,439,76.97
4117,360470419002,1034,238,76.98
188,360470269001,926,213,77.00
2049,360610259001,2248,517,77.00
379,360470413001,1193,274,77.03
4092,360470405002,623,143,77.05
5600,360470190001,1692,388,77.07
2592,360470311001,921,211,77.09
4088,360470403003,1219,279,77.11
5248,360811579032,1171,268,77.11
3925,360811032024,1809,414,77.11
2091,360810161002,1241,284,77.12
1596,360610201021,1014,232,77.12
3795,360470402002,1049,240,77.12
3755,360470381004,974,222,77.21
1256,360810249002,1290,294,77.21
6664,360610239001,1260,287,77.22
2814,360850213004,1270,289,77.24
2267,360470293004,897,204,77.26
4857,360610162005,1711,389,77.26
3663,360811010045,1245,283,77.27
1376,360810309052,2638,599,77.29
2747,360810251004,1066,242,77.30
643,360850303021,1944,441,77.31
5891,360470210001,1588,360,77.33
4109,360470415001,1500,340,77.33
2615,360470764002,1103,250,77.33
4380,360470082001,1377,312,77.34
5233,360811571017,1011,229,77.35
5721,360610194003,1484,336,77.36
178,360470254002,1185,268,77.38
2031,360610245002,1928,436,77.39
3072,360810929002,1354,306,77.40
5515,360810559001,1178,266,77.42
2720,360810230002,908,205,77.42
3178,360470343001,678,153,77.43
707,360470688001,869,196,77.45
1868,360050224032,2111,476,77.45
6410,360810664011,400,90,77.50
628,360850231002,1267,285,77.51
4087,360470403002,1237,278,77.53
3139,360050318001,712,160,77.53
5243,360811579022,801,180,77.53
322,360811241003,1211,272,77.54
1879,360050228002,1927,432,77.58
1443,360610174021,2276,510,77.59
2736,360810243001,906,203,77.59
373,360470400003,1308,293,77.60
2595,360470313002,1103,247,77.61
2776,360810864002,1054,236,77.61
184,360470265004,769,172,77.63
948,360050194001,2022,452,77.65
4086,360470403001,1436,321,77.65
5896,360470212001,2126,475,77.66
1870,360050224043,2396,535,77.67
6322,360610224002,1823,407,77.67
170,360810929003,1139,254,77.70
1364,360810283004,1286,286,77.76
1105,360050224042,1445,321,77.79
4922,360811367003,870,193,77.82
3503,360470381001,1195,265,77.82
4453,360470439001,1619,359,77.83
425,360470437002,1507,334,77.84
3378,360850323001,1233,273,77.86
4451,360470437004,1161,257,77.86
3036,360810273021,764,169,77.88
621,360850213002,950,210,77.89
3153,360050330004,1014,224,77.91
3766,360470385004,919,203,77.91
1463,360610188001,947,209,77.93
2722,360810232002,2130,470,77.93
4400,360470096003,1366,301,77.96
623,360850223002,1439,317,77.97
4919,360811347021,2465,542,78.01
2827,360850231003,1806,397,78.02
729,360470764001,1393,306,78.03
2437,360810205002,953,209,78.07
1623,360610231001,2125,466,78.07
4671,360050415002,703,154,78.09
2883,360470321004,1462,320,78.11
4925,360811377002,2515,550,78.13
4099,360470409001,1500,328,78.13
1619,360610225001,2444,534,78.15
42,360470186001,1277,279,78.15
3195,360470353022,1626,355,78.17
271,360470325002,1454,317,78.20
5745,360810024001,844,184,78.20
1458,360610184005,2364,515,78.21
218,360810939003,1392,303,78.23
3761,360470383003,962,209,78.27
4106,360470413003,1469,319,78.28
5380,360470508031,2548,553,78.30
3498,360470375003,931,202,78.30
6647,360610235011,1637,355,78.31
6648,360610235013,1975,428,78.33
4673,360050415004,600,130,78.33
1697,360470078002,1547,335,78.35
1622,360610230003,1681,364,78.35
5245,360811579024,920,199,78.37
3475,360470366001,1467,317,78.39
1834,360470491001,1852,400,78.40
4255,360811159001,853,184,78.43
3760,360470383002,1189,256,78.47
4085,360470402004,1166,251,78.47
3134,360050310002,1516,326,78.50
4714,360470112004,1733,372,78.53
2888,360470326001,1039,223,78.54
2278,360470297001,1067,229,78.54
1267,360050279006,1193,256,78.54
2740,360810245003,793,170,78.56
5099,360470486001,1232,264,78.57
4276,360811193001,1293,277,78.58
427,360470439002,1443,309,78.59
4102,360470411001,1336,286,78.59
5391,360470512004,1341,287,78.60
5396,360470514003,2313,495,78.60
4457,360470441002,1902,407,78.60
393,360811529012,2706,579,78.60
5435,360610182001,1398,299,78.61
3595,360810309061,1501,321,78.61
5488,360810022002,1114,238,78.64
5487,360810022001,1176,251,78.66
1700,360470082003,998,213,78.66
6654,360610237001,2816,601,78.66
1961,360470650002,984,210,78.66
3628,360810351002,1814,387,78.67
5501,360810549003,1567,334,78.69
272,360470326002,2063,439,78.72
3625,360810339002,828,176,78.74
3759,360470383001,1276,271,78.76
4927,360811385011,928,197,78.77
2359,360610084001,33,7,78.79
5231,360811571014,983,208,78.84
6233,360470563021,312,66,78.85
1620,360610225003,1989,420,78.88
4012,360050387003,1165,246,78.88
2271,360470295002,1004,212,78.88
4458,360470441003,1748,369,78.89
4899,360810489002,730,154,78.90
1763,360610303001,1366,288,78.92
6332,360610227003,2424,511,78.92
4136,360471058012,3183,671,78.92
1856,360610285003,1198,252,78.96
3357,360810964002,3434,722,78.97
5479,360810012003,1799,378,78.99
4934,360811409021,1366,287,78.99
2690,360610096001,181,38,79.01
3307,360810283005,2454,515,79.01
4082,360470076002,1193,250,79.04
1909,360470262002,1270,266,79.06
1453,360610180001,1855,388,79.08
5240,360811579015,789,165,79.09
925,360810054003,1747,365,79.11
4918,360811347013,754,157,79.18
344,360470366003,1481,308,79.20
5519,360810565001,1681,349,79.24
6132,360850011002,1374,285,79.26
4445,360470435001,1541,319,79.30
3170,360470340001,1387,287,79.31
1266,360050279003,1891,391,79.32
5454,360610186002,1627,336,79.35
4618,360811301004,1328,274,79.37
2826,360850231001,1886,389,79.37
5757,360810030001,1479,305,79.38
4737,360470128011,2567,529,79.39
5781,360810054001,850,175,79.41
1540,360050425005,972,200,79.42
2884,360470323001,1361,280,79.43
4878,360810472002,1240,255,79.44
4393,360470092022,1076,221,79.46
205,360470289003,727,149,79.50
1591,360610193005,1986,407,79.51
3769,360470387003,1240,254,79.52
5542,360050144001,298,61,79.53
6315,360610221022,938,192,79.53
1737,360610247003,1287,263,79.56
2849,360050287002,1077,220,79.57
1257,360810251002,1156,236,79.58
1371,360810297002,1349,275,79.61
2554,360050273001,1536,313,79.62
5766,360810040012,1159,236,79.64
2153,360810779061,2147,437,79.65
1298,360050332024,924,188,79.65
2920,360470802003,1432,291,79.68
2569,360470297003,1084,220,79.70
6028,360610216003,1089,221,79.71
1118,360050238001,138,28,79.71
375,360470408003,1683,341,79.74
4379,360470080001,1644,333,79.74
4454,360470439003,1035,209,79.81
476,360470492002,1263,255,79.81
2744,360810249003,1645,332,79.82
1629,360610235015,2290,462,79.83
1734,360610245003,1414,285,79.84
3150,360050328003,1047,211,79.85
4877,360810472001,993,200,79.86
5760,360810033021,1068,215,79.87
421,360470433002,956,192,79.92
3066,360810925001,1192,239,79.95
3350,360810947002,1636,328,79.95
339,360470357021,15,3,80.00
1150,360471132003,5,1,80.00
2882,360470321001,1310,262,80.00
5682,360610013005,30,6,80.00
5918,360470543001,5,1,80.00
1513,360810464001,1841,368,80.01
5395,360470514002,1908,381,80.03
3336,360810939001,3370,672,80.06
2596,360470313004,988,197,80.06
1913,360470265003,1080,215,80.09
1691,360470072001,2082,414,80.12
1464,360610188004,1690,336,80.12
906,360810012002,1182,235,80.12
399,360811571015,1123,223,80.14
2790,360810889032,1639,325,80.17
4265,360811175002,1903,377,80.19
1472,360810357003,1813,359,80.20
3062,360810919003,2289,453,80.21
3500,360470377003,1001,198,80.22
3601,360810320002,931,184,80.24
4917,360811347011,2417,477,80.26
6335,360610228003,1220,240,80.33
3762,360470383004,911,179,80.35
4615,360811301001,891,175,80.36
175,360470251003,1447,284,80.37
6536,360470250002,887,174,80.38
3005,360810257001,1648,323,80.40
264,360470311003,1082,212,80.41
2777,360810865002,1720,337,80.41
167,360810925002,1608,315,80.41
383,360811417003,901,176,80.47
6327,360610225005,2021,394,80.50
1945,360470279003,909,177,80.53
2060,360610263005,1311,255,80.55
6307,360610044002,36,7,80.56
907,360810014002,1590,309,80.57
4446,360470435003,1418,275,80.61
2593,360470311002,1188,230,80.64
3321,360810289001,1363,263,80.70
1613,360610220005,1748,337,80.72
2441,360810214001,2237,431,80.73
4323,360050051001,374,72,80.75
1867,360050224012,1387,267,80.75
5482,360810016001,1356,261,80.75
6702,360810128002,1060,204,80.75
2816,360850223001,1695,326,80.77
6449,360850040041,1323,254,80.80
5460,360610188002,1537,295,80.81
2929,360470818002,1168,224,80.82
2741,360810245004,1111,213,80.83
6645,360610233003,2170,416,80.83
213,360470300004,701,134,80.88
2791,360810889033,1320,252,80.91
5089,360470482001,1121,214,80.91
5664,360610007008,21,4,80.95
356,360470377002,967,184,80.97
410,360470419001,1787,340,80.97
4371,360050413002,631,120,80.98
5237,360811579012,884,168,81.00
409,360470417004,932,177,81.01
3481,360470369003,1576,299,81.03
5729,360610196001,1477,280,81.04
4928,360811385012,1502,284,81.09
3311,360810285004,1355,256,81.11
3603,360810327001,2167,409,81.13
357,360470379001,1029,194,81.15
3976,360050019021,1613,304,81.15
1852,360610209011,1588,299,81.17
5897,360470212002,1573,295,81.25
5615,360470194002,918,172,81.26
5389,360470512001,1800,337,81.28
2885,360470323003,1069,200,81.29
4623,360811341001,1465,274,81.30
748,360610018006,1166,218,81.30
2034,360610245007,1621,303,81.31
6673,360610241003,1159,216,81.36
2919,360470802001,1786,332,81.41
708,360470690002,1044,194,81.42
6468,360850077001,1762,327,81.44
6344,360610230002,1563,290,81.45
6317,360610223012,2043,379,81.45
1974,360470670002,2060,382,81.46
1748,360610271001,1613,299,81.46
5467,360810002001,1215,225,81.48
3007,360810259001,2135,395,81.50
4011,360050387002,1017,188,81.51
1831,360470413002,1289,238,81.54
2390,360610291007,1182,218,81.56
2917,360470339003,1124,207,81.58
4675,360050415006,1282,236,81.59
3444,360470020001,805,148,81.61
815,360470772001,1482,272,81.65
4018,360050391002,1413,259,81.67
2576,360470300005,742,136,81.67
5374,360470506001,1382,253,81.69
1637,360810478012,2005,366,81.75
1367,360810291003,2077,379,81.75
622,360850213005,872,159,81.77
6592,360470610031,971,177,81.77
5510,360810555002,1071,195,81.79
706,360470682002,1269,231,81.80
269,360470321003,1347,245,81.81
1242,360810205001,231,42,81.82
5235,360811571022,1074,195,81.84
2394,360610293004,1774,322,81.85
6646,360610234002,2481,450,81.86
788,360050132001,1145,207,81.92
6658,360610238023,532,96,81.95
337,360811385013,1092,197,81.96
5761,360810034001,1027,185,81.99
4610,360811291041,483,87,81.99
2067,360610269002,1483,267,82.00
2646,360470796021,2231,401,82.03
5132,360610170002,1135,204,82.03
826,360470804002,1053,189,82.05
4936,360811417004,1335,239,82.10
758,360610027001,1370,245,82.12
4590,360811227035,772,138,82.12
5980,360610029021,1138,203,82.16
1617,360610223022,3101,553,82.17
1829,360470321002,1369,244,82.18
6537,360470251002,1513,269,82.22
351,360470373003,962,171,82.22
3172,360470341001,878,156,82.23
4374,360050413006,1228,218,82.25
5414,360610006001,1884,334,82.27
2380,360610283004,2258,400,82.29
1738,360610249001,1084,192,82.29
6321,360610224001,1627,288,82.30
2897,360470329003,1431,253,82.32
6466,360850075001,997,176,82.35
5578,360050163001,34,6,82.35
3608,360810329003,1174,207,82.37
4441,360470432003,1243,219,82.38
5755,360810028001,1737,306,82.38
4284,360811207011,1863,328,82.39
5699,360610016002,909,160,82.40
2549,360050267022,1057,186,82.40
6681,360610243013,699,123,82.40
4556,360810455004,2462,433,82.41
190,360470271001,2220,389,82.48
1507,360810455005,2672,468,82.49
2431,360810199011,863,151,82.50
5535,360811621005,1366,239,82.50
3497,360470375001,956,167,82.53
6251,360470572001,2602,454,82.55
5518,360810564001,1559,272,82.55
3061,360810919002,2239,390,82.58
6387,360810114001,1539,268,82.59
4091,360470405001,1206,210,82.59
2349,360610080005,23,4,82.61
6384,360810112001,1104,192,82.61
5484,360810018002,1416,246,82.63
1324,360610152001,1360,236,82.65
4114,360470417003,1118,194,82.65
2375,360610279006,1765,306,82.66
3175,360470342001,2507,434,82.69
1616,360610223014,1706,295,82.71
1122,360050240002,846,146,82.74
956,360050202001,1194,206,82.75
1504,360810450002,1061,183,82.75
5695,360610015026,29,5,82.76
1982,360470682001,1220,210,82.79
2244,360470283001,1261,217,82.79
3154,360050332012,1431,246,82.81
2746,360810251003,1705,293,82.82
5644,360470527007,775,133,82.84
6019,360610213031,1224,210,82.84
4240,360810437011,2129,365,82.86
1869,360050224041,648,111,82.87
2567,360050277002,1075,184,82.88
2529,360050255002,4019,685,82.96
275,360470328003,751,128,82.96
4373,360050413005,942,160,83.01
3229,360470876002,907,154,83.02
1727,360610237003,1962,333,83.03
1759,360610285004,1692,287,83.04
138,360810809006,1246,211,83.07
3181,360470345002,1460,247,83.08
3449,360470022003,1307,221,83.09
6339,360610229002,1514,256,83.09
147,360810846012,1556,263,83.10
3067,360810925003,1556,263,83.10
5246,360811579025,716,121,83.10
554,360050001001,3772,637,83.11
2699,360610309002,2193,370,83.13
2837,360050279002,1233,208,83.13
4698,360050425007,1477,249,83.14
6133,360850011003,1620,273,83.15
4551,360810450001,1009,170,83.15
5608,360470192003,1211,204,83.15
2531,360050256002,833,140,83.19
2566,360050277001,1108,186,83.21
3792,360470401001,966,162,83.23
1699,360470080003,1086,182,83.24
2240,360470281002,1224,205,83.25
825,360470802002,1303,218,83.27
4950,360811451022,1312,219,83.31
5700,360610016003,1511,252,83.32
644,360850303024,84,14,83.33
1200,360610129013,66,11,83.33
1592,360610198002,54,9,83.33
2702,360610311001,12,2,83.33
3988,360050024001,6,1,83.33
4096,360470407001,6,1,83.33
6004,360610210000,6,1,83.33
3325,360810291002,1838,306,83.35
5516,360810560002,859,143,83.35
1628,360610235012,818,136,83.37
979,360050224031,1164,193,83.42
3763,360470385001,1166,193,83.45
2836,360050279001,1325,219,83.47
5114,360470493023,1496,247,83.49
1533,360050419007,970,160,83.51
5461,360610188003,1523,251,83.52
5483,360810018001,1628,268,83.54
5481,360810014003,1197,197,83.54
2797,360850207012,1048,172,83.59
1744,360610259002,1781,292,83.60
3296,360810277023,2428,398,83.61
6025,360610215001,1082,177,83.64
1944,360470279002,912,149,83.66
4998,360050093021,503,82,83.70
4624,360811341003,804,131,83.71
2042,360610253003,1737,283,83.71
3193,360470353011,1953,318,83.72
265,360470313003,1886,307,83.72
2442,360810214002,1612,262,83.75
403,360811621001,1182,192,83.76
6002,360610208001,1603,260,83.78
1377,360810309063,1875,304,83.79
4682,360050419003,1569,254,83.81
3406,360050360002,1149,186,83.81
3299,360810279003,1421,230,83.81
5382,360470508043,2336,378,83.82
6158,360050200004,1675,271,83.82
3607,360810329002,1355,219,83.84
4695,360050425002,1377,222,83.88
4717,360470116001,1905,307,83.88
3335,360810306001,416,67,83.89
332,360811347022,2635,424,83.91
5376,360470506003,1698,273,83.92
4277,360811193002,1114,179,83.93
2890,360470326004,1047,168,83.95
2040,360610251002,1147,184,83.96
