"","GEOID","total_population","white_population","non_white_percent"
"3648","360811008011",976,489,49.8975409836066
"3649","360811008012",1520,464,69.4736842105263
"3650","360811008031",2613,231,91.1595866819747
"3651","360811008032",2204,217,90.1542649727768
"3652","360811008040",0,0,NA
"3653","360811008041",2431,353,85.4792266556972
"3654","360811008042",1884,847,55.0424628450106
"3655","360811010020",0,0,NA
"3656","360811010021",2724,2510,7.856093979442
"3657","360811010022",1872,801,57.2115384615385
"3658","360811010031",1798,508,71.7463848720801
"3659","360811010033",1279,451,64.7380766223612
"3660","360811010040",0,0,NA
"3661","360811010042",2089,874,58.1617999042604
"3662","360811010043",1682,622,63.0202140309156
"3663","360811010045",1245,283,77.2690763052209
"3664","360811017001",955,530,44.5026178010471
"3665","360811017003",613,315,48.6133768352365
"3666","360811017004",1221,765,37.3464373464373
"3667","360811017006",714,375,47.4789915966387
"3668","360811017007",1126,683,39.3428063943162
"3669","360811029002",1244,666,46.4630225080386
"3670","360050365022",1151,62,94.6133796698523
"3671","360050367001",1200,99,91.75
"3672","360050367002",1472,159,89.1983695652174
"3673","360050368001",1194,33,97.2361809045226
"3674","360050368002",971,79,91.8640576725026
"3675","360050369011",959,95,90.0938477580813
"3676","360050369012",951,91,90.4311251314406
"3677","360050369021",756,71,90.6084656084656
"3678","360050369022",1568,141,91.0076530612245
"3679","360050370001",963,23,97.6116303219107
"3680","360050370003",753,39,94.8207171314741
"3681","360050371001",1276,108,91.5360501567398
"3682","360050371003",1054,81,92.314990512334
"3683","360050371004",814,65,92.014742014742
"3684","360050372002",1513,114,92.4653007270324
"3685","360050373001",1638,126,92.3076923076923
"3686","360050373003",1388,95,93.1556195965418
"3687","360050373004",1651,99,94.0036341611145
"3688","360050374002",1305,70,94.6360153256705
"3689","360050374004",802,83,89.6508728179551
"3690","360050375041",1181,155,86.8755292125318
"3691","360050375043",1762,174,90.1248581157775
"3692","360050376001",1153,115,90.0260190806592
"3693","360050378001",1955,113,94.2199488491049
"3694","360050378002",700,45,93.5714285714286
"3695","360050379001",1641,71,95.6733698964046
"3696","360050379002",2317,238,89.7280966767372
"3697","360050379004",933,76,91.8542336548767
"3698","360050379005",1186,46,96.1214165261383
"3699","360050380002",799,18,97.747183979975
"3700","360050380003",1298,57,95.6086286594761
"3701","360050381001",683,58,91.5080527086384
"3702","360050381002",1141,92,91.9368974583698
"3703","360050381004",1115,81,92.7354260089686
"3704","360050381006",2031,154,92.4175283111768
"3705","360050382001",1539,52,96.6211825860949
"3706","360050383011",1301,72,94.4657955418909
"3707","360050383012",1730,113,93.4682080924856
"3708","360050383031",1668,134,91.9664268585132
"3709","360050383032",1800,57,96.8333333333333
"3710","360050385001",1358,116,91.4580265095729
"3711","360050385002",668,58,91.3173652694611
"3712","360470036003",918,647,29.520697167756
"3713","360470038000",0,0,NA
"3714","360470038001",1529,1080,29.3655984303466
"3715","360470039002",772,418,45.8549222797927
"3716","360470041001",1453,892,38.6097728836889
"3717","360470041002",988,688,30.3643724696356
"3718","360470043001",0,0,NA
"3719","360470043002",1219,717,41.1812961443806
"3720","360470043004",1656,1197,27.7173913043478
"3721","360470044000",0,0,NA
"3722","360470044001",1346,1104,17.9791976225854
"3723","360470044002",1102,896,18.6932849364791
"3724","360470045001",1193,924,22.5481978206203
"3725","360470045002",765,614,19.7385620915033
"3726","360470045003",696,575,17.3850574712644
"3727","360470045004",822,621,24.4525547445255
"3728","360470046000",0,0,NA
"3729","360470046001",1154,913,20.8838821490468
"3730","360470047001",1951,1206,38.1855458739108
"3731","360470049001",829,500,39.686369119421
"3732","360470049002",741,547,26.1808367071525
"3733","360470049003",842,633,24.8218527315914
"3734","360470050000",0,0,NA
"3735","360470050001",711,607,14.6272855133615
"3736","360470050002",945,700,25.9259259259259
"3737","360470051001",719,463,35.6050069541029
"3738","360470051002",1012,735,27.3715415019763
"3739","360470052010",0,0,NA
"3740","360470052011",1879,1378,26.663118680149
"3741","360470052021",1126,935,16.9626998223801
"3742","360470052022",1542,1210,21.5304798962387
"3743","360470053011",1355,836,38.3025830258303
"3744","360470053012",809,493,39.0605686032138
"3745","360470053021",27,23,14.8148148148148
"3746","360470053022",12,6,50
"3747","360470053031",0,0,NA
"3748","360470054002",603,456,24.3781094527363
"3749","360470056010",0,0,NA
"3750","360470056011",1260,964,23.4920634920635
"3751","360470056020",0,0,NA
"3752","360470056021",1734,1313,24.2791234140715
"3753","360470058002",1705,1189,30.2639296187683
"3754","360470381003",837,196,76.5830346475508
"3755","360470381004",974,222,77.2073921971253
"3756","360470382001",1322,143,89.1830559757943
"3757","360470382002",2262,222,90.1856763925729
"3758","360470382003",2298,260,88.6858137510879
"3759","360470383001",1276,271,78.7617554858934
"3760","360470383002",1189,256,78.4693019343986
"3761","360470383003",962,209,78.2744282744283
"3762","360470383004",911,179,80.351262349067
"3763","360470385001",1166,193,83.4476843910806
"3764","360470385002",577,146,74.6967071057192
"3765","360470385003",1307,315,75.8990053557766
"3766","360470385004",919,203,77.9107725788901
"3767","360470386002",1657,464,71.997585998793
"3768","360470387001",1518,459,69.7628458498024
"3769","360470387003",1240,254,79.5161290322581
"3770","360470387004",1129,276,75.5535872453499
"3771","360470388002",1213,992,18.2192910140148
"3772","360470388003",964,642,33.402489626556
"3773","360470389001",1626,405,75.0922509225092
"3774","360470389003",1071,457,57.3295985060691
"3775","360470390001",1299,1078,17.0130869899923
"3776","360470391002",2102,950,54.8049476688868
"3777","360470392002",1701,1323,22.2222222222222
"3778","360470393001",1322,494,62.6323751891074
"3779","360470393003",1403,493,64.8610121168924
"3780","360470394001",695,466,32.9496402877698
"3781","360470394003",879,755,14.1069397042093
"3782","360470395001",1163,382,67.1539122957868
"3783","360470395003",1182,463,60.82910321489
"3784","360470396001",744,672,9.67741935483871
"3785","360470397001",1227,352,71.3121434392828
"3786","360470397002",1183,338,71.4285714285714
"3787","360470398001",1705,726,57.4193548387097
"3788","360470399001",1469,367,75.0170183798502
"3789","360470399002",1829,425,76.763258611263
"3790","360470400001",1234,723,41.4100486223663
"3791","360470400002",739,272,63.1935047361299
"3792","360470401001",966,162,83.2298136645963
"3793","360470401002",1263,358,71.6547901821061
"3794","360470402001",0,0,NA
"3795","360470402002",1049,240,77.1210676835081
"3796","360470934002",1230,31,97.479674796748
"3797","360470936002",883,0,100
"3798","360470938001",1526,74,95.1507208387942
"3799","360470944011",770,3,99.6103896103896
"3800","360470944013",992,21,97.883064516129
"3801","360470944014",717,9,98.744769874477
"3802","360470946001",742,8,98.921832884097
"3803","360470950001",1582,36,97.724399494311
"3804","360470950002",1588,83,94.7732997481108
"3805","360470954002",2165,43,98.013856812933
"3806","360470954003",1552,34,97.8092783505155
"3807","360470956002",2414,103,95.7332228666114
"3808","360470958001",1465,37,97.4744027303754
"3809","360470960001",6,0,100
"3810","360470962001",1701,88,94.8265726043504
"3811","360470964002",1238,74,94.0226171243942
"3812","360470966001",1267,45,96.4483030781373
"3813","360470968001",780,58,92.5641025641026
"3814","360470968002",775,12,98.4516129032258
"3815","360470970002",1242,81,93.4782608695652
"3816","360470974002",1266,53,95.8135860979463
"3817","360470982001",2212,74,96.6546112115732
"3818","360470984001",2074,42,97.9749276759884
"3819","360470986001",1585,18,98.8643533123028
"3820","360470988001",1691,76,95.5056179775281
"3821","360470988002",1392,38,97.2701149425287
"3822","360470992001",2056,113,94.5038910505837
"3823","360470994001",2116,100,95.2741020793951
"3824","360470996002",2174,88,95.9521619135235
"3825","360470998001",2157,68,96.8474733426055
"3826","360470998002",2077,82,96.0519980741454
"3827","360471004001",2901,66,97.7249224405377
"3828","360471006001",1194,54,95.4773869346734
"3829","360471006002",1468,104,92.9155313351499
"3830","360471008001",1124,72,93.5943060498221
"3831","360471008002",1065,60,94.3661971830986
"3832","360471010001",1243,73,94.1271118262269
"3833","360471010002",1362,97,92.8781204111601
"3834","360471012001",1184,49,95.8614864864865
"3835","360471012002",931,51,94.5220193340494
"3836","360471014001",1506,56,96.2815405046481
"3837","360471014002",762,44,94.2257217847769
"3838","360610134008",1876,1527,18.6034115138593
"3839","360610135010",0,0,NA
"3840","360610135011",1921,848,55.8563248308173
"3841","360610135012",2115,883,58.2505910165485
"3842","360610135013",1468,794,45.9128065395095
"3843","360610135014",0,0,NA
"3844","360610135020",0,0,NA
"3845","360610135021",1468,613,58.2425068119891
"3846","360610135022",1312,534,59.2987804878049
"3847","360610135023",3551,1597,55.0267530273162
"3848","360610135024",27,4,85.1851851851852
"3849","360610135025",0,0,NA
"3850","360610136010",0,0,NA
"3851","360610136011",1962,1738,11.4169215086646
"3852","360610136021",1854,1514,18.3387270765912
"3853","360610136022",1540,1190,22.7272727272727
"3854","360610136023",1676,1271,24.1646778042959
"3855","360610136031",1091,859,21.2648945921173
"3856","360610136033",1670,1359,18.622754491018
"3857","360610136041",1140,848,25.6140350877193
"3858","360610136043",1251,915,26.8585131894484
"3859","360610136044",1395,1162,16.7025089605735
"3860","360610137002",1411,973,31.0418143160879
"3861","360610137005",1022,597,41.5851272015656
"3862","360610137006",693,409,40.981240981241
"3863","360610138002",1594,1272,20.2007528230866
"3864","360610138004",1420,1100,22.5352112676056
"3865","360610138005",1331,1012,23.9669421487603
"3866","360610138007",1230,917,25.4471544715447
"3867","360610138008",1978,1580,20.1213346814965
"3868","360610139001",1648,1092,33.7378640776699
"3869","360610139002",1342,755,43.7406855439642
"3870","360610139004",1470,970,34.0136054421769
"3871","360610139005",1462,1010,30.9165526675787
"3872","360610139007",1408,882,37.3579545454545
"3873","360610140001",1597,1286,19.4740137758297
"3874","360610140003",1098,952,13.2969034608379
"3875","360610140004",713,607,14.8667601683029
"3876","360610140006",1201,1012,15.736885928393
"3877","360610142001",522,463,11.3026819923372
"3878","360610142003",802,711,11.3466334164589
"3879","360810351003",1084,118,89.1143911439114
"3880","360810352002",1269,11,99.1331757289204
"3881","360810353001",1522,125,91.7871222076216
"3882","360810357001",2082,231,88.9048991354467
"3883","360810357002",1698,206,87.8680800942285
"3884","360810358001",838,14,98.3293556085919
"3885","360810358002",1791,7,99.6091568955891
"3886","360810358004",706,3,99.5750708215297
"3887","360810361001",1334,109,91.8290854572714
"3888","360810363001",1318,93,92.9438543247344
"3889","360810365001",1708,83,95.1405152224824
"3890","360810365002",2434,236,90.304026294166
"3891","360810366002",1505,23,98.4717607973422
"3892","360810367001",837,82,90.2031063321386
"3893","360810368001",1220,15,98.7704918032787
"3894","360810368002",1293,6,99.5359628770302
"3895","360810373001",1498,53,96.4619492656876
"3896","360810373002",1389,108,92.2246220302376
"3897","360810375021",1769,117,93.3860938383267
"3898","360810375022",1009,81,91.9722497522299
"3899","360810376002",1512,32,97.8835978835979
"3900","360810376003",999,17,98.2982982982983
"3901","360810376005",1302,20,98.4639016897081
"3902","360810377001",2509,91,96.3730569948187
"3903","360810377002",1984,155,92.1875
"3904","360810379001",2578,120,95.3452288595811
"3905","360810379002",2113,100,95.2673923331756
"3906","360810379003",1813,88,95.146166574738
"3907","360810381001",1959,140,92.8534966819806
"3908","360810381002",2849,111,96.1038961038961
"3909","360810381003",2158,136,93.6978683966636
"3910","360810383010",2,0,100
"3911","360810383011",0,0,NA
"3912","360810383020",0,0,NA
"3913","360810383021",44,5,88.6363636363636
"3914","360810384001",1370,16,98.8321167883212
"3915","360810384002",1350,8,99.4074074074074
"3916","360810394002",1150,19,98.3478260869565
"3917","360810394003",918,19,97.9302832244009
"3918","360810398002",834,16,98.0815347721823
"3919","360810399012",1370,94,93.1386861313869
"3920","360810399021",2285,178,92.2100656455142
"3921","360811032011",2502,146,94.1646682653877
"3922","360811032013",2258,154,93.1798051372896
"3923","360811032021",1174,300,74.4463373083475
"3924","360811032023",2348,1136,51.618398637138
"3925","360811032024",1809,414,77.1144278606965
"3926","360811033003",928,567,38.9008620689655
"3927","360811039001",1748,681,61.0411899313501
"3928","360811039002",2220,1013,54.3693693693694
"3929","360811039004",1378,585,57.5471698113208
"3930","360811047001",1254,539,57.0175438596491
"3931","360811047003",1799,504,71.9844357976654
"3932","360811047004",1665,434,73.9339339339339
"3933","360811059001",1018,577,43.3202357563851
"3934","360811059002",877,322,63.2839224629418
"3935","360811059004",1129,646,42.7812223206377
"3936","360811072020",0,0,NA
"3937","360811072021",0,0,NA
"3938","360811085001",890,453,49.1011235955056
"3939","360811085002",830,274,66.9879518072289
"3940","360811085003",1058,455,56.9943289224953
"3941","360811093000",0,0,NA
"3942","360811093001",983,404,58.9013224821974
"3943","360811093002",1163,636,45.3138435081685
"3944","360811093003",993,569,42.69889224572
"3945","360811097001",581,314,45.9552495697074
"3946","360811097002",540,272,49.6296296296296
"3947","360811097003",676,348,48.5207100591716
"3948","360811099001",1392,501,64.0086206896552
"3949","360811099002",923,385,58.2881906825569
"3950","360811099003",1223,455,62.7964022894522
"3951","360811113000",0,0,NA
"3952","360811113001",1039,405,61.0202117420597
"3953","360811113003",821,330,59.8051157125457
"3954","360811123001",1044,288,72.4137931034483
"3955","360811129001",708,334,52.8248587570621
"3956","360811129003",977,470,51.8935516888434
"3957","360811133001",636,370,41.8238993710692
"3958","360811139001",946,401,57.6109936575053
"3959","360811139002",1542,524,66.0181582360571
"3960","360811141001",1462,753,48.4952120383037
"3961","360811141002",1118,494,55.8139534883721
"3962","360050001000",0,0,NA
"3963","360050002000",0,0,NA
"3964","360050002001",1330,129,90.3007518796992
"3965","360050002003",1392,149,89.2959770114943
"3966","360050004000",0,0,NA
"3967","360050004001",1047,110,89.4937917860554
"3968","360050004002",1433,178,87.5785066294487
"3969","360050004003",3095,336,89.1437802907916
"3970","360050004004",697,51,92.6829268292683
"3971","360050016001",2455,179,92.7087576374745
"3972","360050016002",1010,97,90.3960396039604
"3973","360050016003",745,78,89.5302013422819
"3974","360050016004",1585,170,89.2744479495268
"3975","360050019011",2292,311,86.4310645724258
"3976","360050019021",1613,304,81.1531308121513
"3977","360050019031",0,0,NA
"3978","360050019032",2,0,100
"3979","360050019040",0,0,NA
"3980","360050019041",0,0,NA
"3981","360050019042",0,0,NA
"3982","360050020012",1961,238,87.8633350331464
"3983","360050020013",724,66,90.8839779005525
"3984","360050020022",2011,119,94.0825459970164
"3985","360050020023",1108,117,89.4404332129964
"3986","360050023002",452,19,95.7964601769911
"3987","360050023003",1600,145,90.9375
"3988","360050024001",6,1,83.3333333333333
"3989","360050025001",1071,93,91.3165266106443
"3990","360050025003",1064,83,92.1992481203008
"3991","360050025005",881,96,89.1032917139614
"3992","360050027021",1453,167,88.5065381968341
"3993","360050027022",963,89,90.7580477673936
"3994","360050027024",890,70,92.1348314606742
"3995","360050028001",1433,110,92.3237962316818
"3996","360050028003",1124,39,96.5302491103203
"3997","360050028004",1402,50,96.4336661911555
"3998","360050033001",840,69,91.7857142857143
"3999","360050033002",1325,101,92.377358490566
"4000","360050385003",1200,148,87.6666666666667
"4001","360050385004",2136,159,92.5561797752809
"4002","360050386001",1123,17,98.4861976847729
"4003","360050386002",1164,36,96.9072164948454
"4004","360050386003",966,8,99.1718426501035
"4005","360050386004",821,7,99.1473812423873
"4006","360050386005",893,30,96.6405375139978
"4007","360050386006",1002,22,97.8043912175649
"4008","360050386007",1168,38,96.7465753424658
"4009","360050386008",812,20,97.5369458128079
"4010","360050387001",1219,128,89.4995898277276
"4011","360050387002",1017,188,81.5142576204523
"4012","360050387003",1165,246,78.8841201716738
"4013","360050388002",1445,61,95.7785467128028
"4014","360050389001",1387,334,75.9192501802451
"4015","360050389003",921,354,61.5635179153095
"4016","360050389005",717,108,84.9372384937239
"4017","360050390001",1553,59,96.2009014810045
"4018","360050391002",1413,259,81.6702052370842
"4019","360050391004",1077,159,85.2367688022284
"4020","360050391005",847,83,90.2007083825266
"4021","360050392001",1022,59,94.2270058708415
"4022","360050392002",787,29,96.3151207115629
"4023","360050393002",1940,139,92.8350515463918
"4024","360050393003",964,93,90.3526970954357
"4025","360050393005",549,78,85.792349726776
"4026","360050393006",1201,92,92.3397169025812
"4027","360050394002",1782,96,94.6127946127946
"4028","360050394003",1039,114,89.0279114533205
"4029","360050395001",1023,48,95.3079178885631
"4030","360050395003",1166,89,92.3670668953688
"4031","360050395004",1155,90,92.2077922077922
"4032","360050396002",1251,31,97.5219824140687
"4033","360050396003",1461,43,97.056810403833
"4034","360050397001",3690,2601,29.5121951219512
"4035","360050397002",802,54,93.2668329177057
"4036","360050398002",1142,15,98.6865148861646
"4037","360050398003",880,25,97.1590909090909
"4038","360050399012",846,65,92.3167848699764
"4039","360050399013",969,45,95.3560371517028
"4040","360050399015",921,108,88.2736156351791
"4041","360050399021",1259,85,93.2486100079428
"4042","360470058003",693,521,24.8196248196248
"4043","360470059002",880,424,51.8181818181818
"4044","360470060001",1191,611,48.6985726280437
"4045","360470060003",761,504,33.7713534822602
"4046","360470062001",1169,716,38.7510692899914
"4047","360470062003",501,366,26.9461077844311
"4048","360470063001",964,742,23.0290456431535
"4049","360470064001",1181,684,42.0829805249788
"4050","360470064003",1385,936,32.4187725631769
"4051","360470065001",813,662,18.5731857318573
"4052","360470065003",752,636,15.4255319148936
"4053","360470065004",668,564,15.5688622754491
"4054","360470065005",627,505,19.4577352472089
"4055","360470065006",1267,990,21.8626677190213
"4056","360470065007",594,437,26.4309764309764
"4057","360470066001",1296,763,41.1265432098765
"4058","360470066002",993,671,32.4269889224572
"4059","360470066003",1685,980,41.839762611276
"4060","360470067001",664,548,17.4698795180723
"4061","360470067002",831,675,18.7725631768953
"4062","360470067003",662,532,19.6374622356495
"4063","360470067004",742,604,18.5983827493261
"4064","360470067005",719,578,19.6105702364395
"4065","360470068001",1534,678,55.8018252933507
"4066","360470068002",1890,976,48.3597883597884
"4067","360470068003",731,517,29.2749658002736
"4068","360470068004",1336,658,50.748502994012
"4069","360470069011",729,547,24.9657064471879
"4070","360470069021",1089,772,29.10927456382
"4071","360470069022",873,664,23.9404352806415
"4072","360470070002",1127,628,44.2768411712511
"4073","360470071001",1088,685,37.0404411764706
"4074","360470071003",1396,130,90.6876790830946
"4075","360470074001",1635,216,86.7889908256881
"4076","360470074002",1796,218,87.8619153674833
"4077","360470074004",1577,181,88.5225110970197
"4078","360470075001",1009,746,26.0654112983152
"4079","360470075003",1222,911,25.4500818330606
"4080","360470075004",812,651,19.8275862068966
"4081","360470076001",1848,269,85.4437229437229
"4082","360470076002",1193,250,79.0444258172674
"4083","360470077001",1926,1399,27.3624091381101
"4084","360470402003",810,296,63.4567901234568
"4085","360470402004",1166,251,78.4734133790737
"4086","360470403001",1436,321,77.6462395543176
"4087","360470403002",1237,278,77.5262732417138
"4088","360470403003",1219,279,77.1123872026251
"4089","360470404001",1296,463,64.2746913580247
"4090","360470404002",1516,466,69.2612137203166
"4091","360470405001",1206,210,82.5870646766169
"4092","360470405002",623,143,77.0465489566613
"4093","360470406001",1305,478,63.3716475095785
"4094","360470406002",1050,269,74.3809523809524
"4095","360470406003",1244,340,72.6688102893891
"4096","360470407001",6,1,83.3333333333333
"4097","360470408001",1107,381,65.5826558265583
"4098","360470408002",1143,287,74.8906386701662
"4099","360470409001",1500,328,78.1333333333333
"4100","360470409002",1119,283,74.7095621090259
"4101","360470410001",1018,524,48.5265225933202
"4102","360470411001",1336,286,78.5928143712575
"4103","360470411002",1110,170,84.6846846846847
"4104","360470412001",1642,550,66.5042630937881
"4105","360470412002",1733,862,50.2596653202539
"4106","360470413003",1469,319,78.284547311096
"4107","360470414012",697,580,16.7862266857963
"4108","360470414021",990,744,24.8484848484848
"4109","360470415001",1500,340,77.3333333333333
"4110","360470415002",1719,450,73.8219895287958
"4111","360470416001",1200,1017,15.25
"4112","360470416002",912,719,21.1622807017544
"4113","360470417002",661,154,76.7019667170953
"4114","360470417003",1118,194,82.6475849731664
"4115","360470418001",1328,821,38.1777108433735
"4116","360470418002",1317,1123,14.7304479878512
"4117","360470419002",1034,238,76.9825918762089
"4118","360470420001",561,388,30.8377896613191
"4119","360470420002",1351,1161,14.0636565507032
"4120","360470421002",1056,332,68.5606060606061
"4121","360470421003",1200,373,68.9166666666667
"4122","360470422001",1030,622,39.6116504854369
"4123","360470422002",1649,1150,30.2607640994542
"4124","360470423001",1875,439,76.5866666666667
"4125","360470423002",1618,737,54.4499381953028
"4126","360471016001",1551,44,97.1631205673759
"4127","360471018001",2030,117,94.2364532019704
"4128","360471020001",2186,122,94.4190301921317
"4129","360471024001",2257,140,93.7970757642889
"4130","360471026001",2973,123,95.8627648839556
"4131","360471028020",0,0,NA
"4132","360471028021",5,0,100
"4133","360471034012",1584,134,91.540404040404
"4134","360471034020",0,0,NA
"4135","360471058011",1704,245,85.6220657276995
"4136","360471058012",3183,671,78.9192585611059
"4137","360471058041",701,96,86.3052781740371
"4138","360471058042",757,424,43.9894319682959
"4139","360471058044",2457,386,84.2897842897843
"4140","360471070011",3543,125,96.4719164549817
"4141","360471070021",0,0,NA
"4142","360471070031",0,0,NA
"4143","360471078002",1109,31,97.204688908927
"4144","360471078003",963,14,98.546209761163
"4145","360471098001",0,0,NA
"4146","360471098003",20,3,85
"4147","360471098004",0,0,NA
"4148","360471104001",1139,56,95.0834064969271
"4149","360471104002",1568,45,97.1301020408163
"4150","360471104004",1322,68,94.856278366112
"4151","360471106001",2502,119,95.2438049560352
"4152","360471110001",1678,77,95.4112038140644
"4153","360471110002",1359,61,95.5114054451803
"4154","360471116002",1248,67,94.6314102564102
"4155","360471118001",1665,113,93.2132132132132
"4156","360471120001",1162,67,94.2340791738382
"4157","360471120002",2318,89,96.160483175151
"4158","360471122002",1144,67,94.1433566433566
"4159","360471124001",1382,70,94.9348769898697
"4160","360471124002",1257,35,97.2155926809865
"4161","360471124003",1649,66,95.9975742874469
"4162","360471126001",1529,62,95.9450621321125
"4163","360471126002",1372,35,97.4489795918367
"4164","360471126003",1467,66,95.5010224948875
"4165","360471128001",1246,80,93.5794542536116
"4166","360471128002",1565,71,95.4632587859425
"4167","360471128003",1650,85,94.8484848484848
"4168","360610142004",553,484,12.4773960216998
"4169","360610142006",872,787,9.74770642201835
"4170","360610143001",129,39,69.7674418604651
"4171","360610144012",1659,1348,18.7462326702833
"4172","360610144013",1210,951,21.404958677686
"4173","360610144014",1129,895,20.726306465899
"4174","360610144021",1296,1006,22.3765432098765
"4175","360610144022",859,651,24.2142025611176
"4176","360610144023",1617,1277,21.0265924551639
"4177","360610144024",951,788,17.1398527865405
"4178","360610144025",1329,1034,22.1971407072987
"4179","360610144026",1073,814,24.1379310344828
"4180","360610144027",26,3,88.4615384615385
"4181","360610145001",3667,2234,39.0782656122171
"4182","360610145002",1158,633,45.3367875647668
"4183","360610145003",903,619,31.4507198228128
"4184","360610145004",958,674,29.6450939457203
"4185","360610145005",846,650,23.1678486997636
"4186","360610146011",1195,802,32.8870292887029
"4187","360610146013",916,687,25
"4188","360610146014",1503,1180,21.4903526280772
"4189","360610146022",1752,1291,26.3127853881279
"4190","360610146023",1283,966,24.7077162899454
"4191","360610146025",1020,793,22.2549019607843
"4192","360610146026",1966,1591,19.0742624618515
"4193","360610147002",12,1,91.6666666666667
"4194","360610147003",1843,963,47.7482365708085
"4195","360610148012",1675,1376,17.8507462686567
"4196","360610148021",1732,1332,23.094688221709
"4197","360610148023",1636,1380,15.6479217603912
"4198","360610148024",1419,1214,14.446793516561
"4199","360610149001",1257,802,36.1972951471758
"4200","360610149002",1088,888,18.3823529411765
"4201","360610149004",1189,981,17.4936921783011
"4202","360610149005",1610,1351,16.0869565217391
"4203","360610150012",1193,1002,16.0100586756077
"4204","360610150021",2115,1852,12.434988179669
"4205","360610150023",1393,1214,12.8499641062455
"4206","360610150024",820,730,10.9756097560976
"4207","360610151012",1810,202,88.8397790055249
"4208","360610151013",776,207,73.3247422680412
"4209","360810400002",766,8,98.9556135770235
"4210","360810401011",1599,91,94.3089430894309
"4211","360810401021",2488,136,94.5337620578778
"4212","360810401022",2320,145,93.75
"4213","360810402002",741,9,98.7854251012146
"4214","360810403011",1238,96,92.2455573505654
"4215","360810403021",4760,334,92.9831932773109
"4216","360810404001",896,40,95.5357142857143
"4217","360810404003",777,3,99.6138996138996
"4218","360810404004",1119,20,98.2126899016979
"4219","360810405021",2175,168,92.2758620689655
"4220","360810407011",1487,81,94.5527908540686
"4221","360810407021",1880,113,93.9893617021277
"4222","360810407022",1487,59,96.0322797579018
"4223","360810409011",787,55,93.0114358322745
"4224","360810409012",1164,60,94.8453608247423
"4225","360810409022",2064,95,95.3972868217054
"4226","360810411001",2115,152,92.8132387706856
"4227","360810413001",1601,184,88.5071830106184
"4228","360810413002",1746,207,88.1443298969072
"4229","360810414001",2581,55,97.8690430065866
"4230","360810414002",659,10,98.4825493171472
"4231","360810415001",2595,339,86.9364161849711
"4232","360810424001",908,12,98.6784140969163
"4233","360810424002",790,5,99.3670886075949
"4234","360810424003",597,2,99.6649916247906
"4235","360810426001",364,137,62.3626373626374
"4236","360810427001",1814,236,86.9900771775083
"4237","360810427002",3184,316,90.0753768844221
"4238","360810432001",1280,30,97.65625
"4239","360810434001",1717,33,98.0780430984275
"4240","360810437011",2129,365,82.8558008454674
"4241","360810437012",1554,391,74.8391248391248
"4242","360810437021",1961,302,84.5996940336563
"4243","360810437022",2179,219,89.9495181275815
"4244","360810437023",2858,264,90.7627711686494
"4245","360810439001",2515,322,87.1968190854871
"4246","360810439002",2416,225,90.6870860927152
"4247","360810440001",1463,39,97.3342447026658
"4248","360810440003",2103,43,97.9553019495958
"4249","360810443011",2118,188,91.123701605288
"4250","360811147002",1029,448,56.4625850340136
"4251","360811151001",1087,467,57.0377184912603
"4252","360811155002",857,87,89.8483080513419
"4253","360811157001",1023,295,71.1632453567938
"4254","360811157003",810,47,94.1975308641975
"4255","360811159001",853,184,78.4290738569754
"4256","360811159003",2033,222,89.0801770782095
"4257","360811161001",1794,139,92.2519509476031
"4258","360811163011",1731,126,92.7209705372617
"4259","360811163012",1362,137,89.9412628487518
"4260","360811163021",1885,166,91.1936339522546
"4261","360811163022",1576,83,94.7335025380711
"4262","360811171001",743,198,73.3512786002692
"4263","360811171002",936,145,84.508547008547
"4264","360811175001",1210,385,68.1818181818182
"4265","360811175002",1903,377,80.1891749868628
"4266","360811175004",691,172,75.1085383502171
"4267","360811181001",1024,377,63.18359375
"4268","360811181002",991,301,69.6266397578204
"4269","360811185002",962,143,85.1351351351351
"4270","360811187001",1178,110,90.6621392190153
"4271","360811187002",1470,151,89.7278911564626
"4272","360811189001",1667,148,91.121775644871
"4273","360811189002",958,98,89.7703549060543
"4274","360811191001",2321,267,88.4963377854373
"4275","360811191002",1373,208,84.8506919155135
"4276","360811193001",1293,277,78.5769528228925
"4277","360811193002",1114,179,83.9317773788151
"4278","360811195001",1445,460,68.1660899653979
"4279","360811199001",1699,256,84.9323131253679
"4280","360811201001",1840,126,93.1521739130435
"4281","360811203001",778,93,88.0462724935733
"4282","360811203002",1040,66,93.6538461538462
"4283","360811205001",1606,46,97.1357409713574
"4284","360811207011",1863,328,82.3939881910896
"4285","360811207012",1195,428,64.18410041841
"4286","360811211001",2,0,100
"4287","360811215001",1427,222,84.4428871758935
"4288","360811215003",1899,229,87.9410215903107
"4289","360811223001",1602,248,84.5193508114856
"4290","360811223003",1345,526,60.8921933085502
"4291","360050035001",911,85,90.6695938529089
"4292","360050035002",1502,154,89.7470039946738
"4293","360050037001",340,18,94.7058823529412
"4294","360050038001",1683,168,90.017825311943
"4295","360050039002",1615,171,89.4117647058824
"4296","360050039004",1034,93,91.0058027079304
"4297","360050039005",1450,178,87.7241379310345
"4298","360050041001",1678,151,91.0011918951132
"4299","360050041002",1720,158,90.8139534883721
"4300","360050041004",2625,214,91.847619047619
"4301","360050042001",753,105,86.0557768924303
"4302","360050042002",2272,249,89.0404929577465
"4303","360050042003",1514,109,92.8005284015852
